Connector , Node662 , weight = 0
Node0 , Node0, Weight: 851914
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 851914
Node0 , Node0, Weight: 0 
Node567 , Node567', Weight: 14678
Node4 , Node0, Weight: 855623
Node0 , Node0, Weight: 855613
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 855613
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 855613
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 855613
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 855613
Node0 , Node0, Weight: 0 
Node4 , Node4', Weight: 3693
Node-738 , Node0, Weight: 860779
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 860769
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 860769
Node0 , Node0, Weight: 0 
Node-738 , Node-738', Weight: 5147
Node-504 , Node0, Weight: 873562
Node10 , Node0, Weight: 873552
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node3, Weight: 7
Node3 , Node0, Weight: 0 
Node3 , Node0, Weight: 873552
Node0 , Node3, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 873552
Node0 , Node0, Weight: 0 
Node-504 , Node-504', Weight: 12750
Node-882 , Node0, Weight: 885916
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 885906
Node0 , Node0, Weight: 0 
Node-882 , Node-882', Weight: 12328
Node262 , Node0, Weight: 894387
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node10, Weight: 1
Node10 , Node10, Weight: 0 
Node10 , Node0, Weight: 894377
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 894377
Node0 , Node0, Weight: 0 
Node262 , Node262', Weight: 8455
Node-344 , Node0, Weight: 901347
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 901337
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 901337
Node0 , Node0, Weight: 0 
Node-344 , Node-344', Weight: 6950
Node-997 , Node0, Weight: 911868
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 911858
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 911858
Node0 , Node0, Weight: 0 
Node-997 , Node-997', Weight: 10487
Node-31 , Node0, Weight: 929081
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 929071
Node0 , Node10, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 929071
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 929071
Node0 , Node0, Weight: 0 
Node-31 , Node-31', Weight: 17164
Node391 , Node0, Weight: 932463
Node10 , Node0, Weight: 932453
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 932453
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 932453
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 932453
Node0 , Node0, Weight: 0 
Node391 , Node391', Weight: 3351
Node315 , Node0, Weight: 933101
Node315 , Node315', Weight: 637
Node-721 , Node0, Weight: 940469
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 940459
Node0 , Node0, Weight: 0 
Node-721 , Node-721', Weight: 7353
Node874 , Node0, Weight: 940936
Node874 , Node874', Weight: 466
Node-106 , Node0, Weight: 958128
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node3, Weight: 7
Node3 , Node0, Weight: 0 
Node3 , Node0, Weight: 958118
Node0 , Node3, Weight: 0 
Node0 , Node3, Weight: 7
Node3 , Node0, Weight: 0 
Node3 , Node0, Weight: 958118
Node0 , Node3, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 958118
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 958118
Node0 , Node0, Weight: 0 
Node-106 , Node-106', Weight: 17212
Node-532 , Node0, Weight: 983684
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 983674
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node3, Weight: 7
Node3 , Node0, Weight: 0 
Node3 , Node0, Weight: 983674
Node0 , Node3, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 983674
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 983674
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 983674
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 983674
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 983674
Node0 , Node0, Weight: 0 
